random_validation_auroc
0.6008249999999999
0.6679
0.33070000000000005
0.5584250000000001
0.579075
0.565525
0.57315
0.380725
0.5225
0.4659750000000001
0.3472
0.407225
0.528275
0.554975
0.519175
0.5593250000000001
0.45667500000000005
0.491325
0.3734
0.43062500000000004
0.48725000000000007
0.6454
0.4797
0.378475
0.6178499999999999
0.516075
0.3205
0.521625
0.611825
0.5924
0.4436
0.61475
0.463075
0.6588500000000002
0.4068
0.559
0.433425
0.39725000000000005
0.460625
0.286875
0.6473749999999999
0.4541
0.39030000000000004
0.47475
0.5392
0.43095
0.448875
0.572975
0.41182499999999994
0.6233249999999999
0.38637499999999997
0.6067250000000001
0.617575
0.26455000000000006
0.549175
0.716175
0.5446249999999999
0.6753750000000001
0.38505
0.6879249999999999
0.44842499999999996
0.6412499999999999
0.404925
0.754675
0.54335
0.41505000000000003
0.670225
0.5042500000000001
0.561725
0.5998
0.48725
0.33799999999999997
0.47650000000000003
0.604875
0.420625
0.4690750000000001
0.292525
0.354675
0.6471499999999999
0.5220750000000001
0.599525
0.5932
0.503175
0.5286500000000001
0.4583
0.3174
0.53445
0.66835
0.569575
0.631675
0.5449
0.5715000000000001
0.4165249999999999
0.502275
0.39357499999999995
0.514475
0.5798249999999999
0.39480000000000004
0.29365
0.6617000000000001
