shuffled_label_test_auroc
0.50795625
0.5676312499999999
0.5413375
0.51209375
0.47920625
0.43703749999999997
0.48890625
0.5237062499999999
0.500575
0.48500000000000004
0.4822187499999999
0.49364375
0.5124500000000001
0.45219375
0.48778124999999994
0.51579375
0.543125
0.4991
0.5596999999999999
0.4405
0.47168124999999994
0.46981875
0.5153125000000001
0.49095625
0.49550625000000004
